 ,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Group1,Group2,RL105201RS,RL109401RS,RL104901RS,RL107201RS,RL101701RS,RL109001RS,RL108201RS,RL107701RS,RL102301RS,RL104601RS,RL100201RS,RL110101RS,RL107101RS,RL109301RS,RL108401RS,RL109601RS,RL108701RS,RL110201RS,RL101301RS,RL108301RS,RL102601RS,RL111001RS,RL101001RS,RL105101RS,RL106501RS,RL107801RS,RL109501RS,RL102501RS,RL104001RS,RL105301RS,RL110401RS,RL107901RS,RL102801RS,RL104101RS,RL102001RS,RL100901RS,RL105701RS,RL105501RS,RL111101RS,RL108901RS,RL106301RS,RL101201RS,RL105601RS,RL107001RS,RL106901RS,RL108801RS,RL103401RS,RL103001RS,RL103301RS,RL103701RS,RL109801RS,RL104501RS,RL107501RS,RL109201RS,RL108501RS,RL103201RS,RL100501RS,RL102201RS,RL104401RS,RL100601RS,RL104801RS,RL100301RS,RL105001RS,RL103601RS,RL110301RS,RL110001RS,RL100401RS,RL104201RS,RL104701RS,RL102401RS,RL105901RS,RL108001RS,RL107601RS,RL106401RS,RL103801RS,RL103901RS,RL101801RS,RL109901RS,RL101101RS,RL110901RS,RL105801RS,RL103501RS,RL110701RS,RL101501RS,RL100101RS,RL101601RS,RL106001RS,RL106201RS,RL106101RS,isotopes,adduct,pcgroup,Query Mass,Name,ID,Formula,Exact Mass,PPM Error,PubChem CID,HMDB,LIPID MAPS,KEGG,MMCD,METLIN,parser
10,393.2099056,393.2068077,393.2119592,162.0561546,161.6682357,162.7715399,45,25,20,7.180543618,7.179611991,7.124954262,7.175387914,7.093353699,7.082229009,7.0941117,7.124201548,7.064210109,7.108263687,6.91655743,6.922399901,6.957889606,7.043562872,6.959597363,6.961289884,7.038022387,6.924493433,6.940014266,6.918309339,7.106513896,7.115133791,7.083001925,7.125639307,7.125326486,7.115332907,7.086806355,7.135986909,7.034234004,7.108574156,7.085856327,7.04614509,7.076676555,7.001067009,7.008076148,7.015622391,6.84445369,6.983574647,6.91937692,6.964738552,7.086234722,7.058127914,7.052915956,7.138774291,7.051182787,6.999769676,7.040160306,7.119825313,7.038344439,6.967001301,7.066228319,7.005378732,6.976707311,6.98381115,6.991246638,6.957203785,6.960674606,6.979454768,7.046665571,6.894627712,6.899546767,6.9864346,6.84377789,6.900079306,7.081907676,7.160429122,7.130058596,7.114779099,7.109621873,7.104073071,7.091426112,7.181699761,7.117883749,7.031744175,7.015912249,7.083897462,7.07221121,6.910009822,7.027713651,7.005103474,6.992133777,6.973409545,6.797550606,6.937963693,7.031997816,6.832587909,6.831409588,6.849833179,6.985458989,[2][M]+,[M+Na]+ 370.221,1,393.2099056,C010,[304] cholesterol [27.555],C16H34O9,370.2202827,1,78798,HMDB0094680,,,,332404,4
11,394.2136421,394.206668,394.2188611,162.0353134,161.0822211,162.7715399,43,24,19,6.828124302,6.759347028,6.8701665,6.514410536,6.796824917,6.511466907,6.378709972,6.454596098,6.606171477,6.4413364,6.631935522,6.584626648,6.528388544,6.836858235,6.934485372,6.319053358,6.617594415,6.586430098,6.708024925,6.621504061,6.787306708,6.399411682,6.681078618,6.389862524,6.722628576,6.733907851,6.924222824,6.453856134,6.437989676,6.618999989,7.022439672,6.649689745,6.306263075,6.525178316,6.800552744,6.446587956,6.519923895,6.731060603,6.741665118,6.462543537,6.382778103,6.735925775,6.699869452,6.865274341,6.387109937,6.419143205,6.573099721,6.61480339,6.59165151,6.572065785,6.576467588,6.318587096,6.390828109,6.602647411,6.801380451,6.329489611,6.79281618,6.70266606,6.770094501,6.372679888,6.678161875,6.787499368,6.592714572,6.461814303,6.550054845,6.570972819,6.531729203,6.710478957,6.635029008,6.671312184,6.729016488,6.610003861,6.527931354,6.598443042,6.817670196,6.550116401,6.386824698,6.826270645,6.569791381,6.276542681,6.723199699,6.552057707,6.539659118,6.38598732,6.530523185,6.545644893,6.36277398,6.240537517,6.449292454,[2][M+1]+,,1,394.2136421,C011,"[254] 2,3-dihydroxybiphenyl [16.889]",C15H35N2O6P,370.2232735,6,,,,,,315519,4
12,394.2136421,394.206668,394.2188611,162.0353134,161.0822211,162.7715399,43,24,19,4.752209837,4.707995746,4.709032391,4.643610573,4.678226931,4.658125921,4.660144216,4.660381606,4.651985105,4.666826744,4.638079729,4.60062445,4.589066718,4.607497914,4.573730052,4.63223452,4.606424362,4.655148043,4.627806074,4.617409267,4.683263231,4.898066661,4.756126217,4.806668281,4.800173871,4.758131883,4.703033305,4.773552419,4.684207809,5.028314992,4.698300675,4.698709349,4.709854847,4.591543181,4.582574665,4.581221244,4.511656132,4.68382123,4.611043195,4.626545659,4.729504962,4.718817123,4.813921086,4.659364667,4.717662183,4.835525698,4.615402896,4.675915755,4.64803783,4.730329986,4.702077098,4.735566965,4.681277427,4.618048097,4.68261433,4.589525147,4.620354709,4.71862623,4.682848767,4.539590421,4.601614611,4.588226874,4.637819828,4.62406541,4.95271497,4.777419572,4.795643697,4.748459376,4.822011077,4.752540114,4.821899833,4.740307412,4.731854578,4.805181306,4.707195329,4.76529593,4.657342737,4.660372112,4.68590289,4.596827925,4.777078667,5.093186963,4.48515335,4.748451626,4.681539712,4.713145995,4.878096484,4.753651989,4.628899564,[2][M+1]+,,1,394.2136421,C012,[8215] behenic acid,C22H36Cl2,370.2194065,4,,,,,,272363,4
13,394.2136421,394.206668,394.2188611,162.0353134,161.0822211,162.7715399,43,24,19,4.347583686,4.197583769,3.934245881,3.865103975,3.917872955,4.24221832,3.827175348,4.46799266,3.968529644,3.755112266,4.083753378,3.982949289,3.822037248,3.723291446,4.412359732,4.677734668,3.704750904,3.957319897,4.215584694,3.91981002,4.174960623,4.240349527,4.088986119,3.804820679,4.265242469,4.464698149,4.002597981,3.952889265,4.628623896,4.918654056,4.526739781,4.478479917,4.203821303,3.855519156,3.943543977,3.904715545,3.861295394,3.91503029,4.270049643,4.318897715,3.894205259,3.916295995,3.909449047,4.09233459,4.53169601,4.328563069,3.879611907,3.837903945,4.000650954,3.887842265,4.416141031,4.255947549,4.25005387,4.48187241,4.155973345,3.824060717,4.546406925,4.438510705,4.057856209,4.133762385,3.776773802,3.869583708,4.879290895,3.962416693,5.104391501,3.912647106,4.372414856,4.475889007,4.347583686,4.407475885,3.807737922,4.311859774,4.197693975,4.394801777,4.595826777,4.546826343,4.513071034,3.855094951,4.082318522,4.81342085,4.071219018,4.782780678,3.617210095,4.119651722,4.119189882,4.311160273,4.320935195,4.269092456,4.148386688,[2][M+1]+,,1,394.2136421,C013,D-threitol,C16H34O9,370.2202827,1,78798,HMDB0094680,,,,332404,4
14,432.312108,432.3,432.3164,265.8486871,264.5094884,266.4755214,45,25,20,6.357001254,6.369599129,6.41377957,6.397277291,6.364530922,6.382560202,6.500226729,6.368781346,6.302366,6.428575995,6.411970703,6.570804605,6.35681185,6.119280309,6.318999816,6.243204786,6.389698433,6.290595046,6.368427845,6.226997676,6.454536935,6.343834604,6.243210739,6.374893453,6.323621867,6.261306177,6.188519014,6.396377912,6.289631087,6.294917482,6.275701699,6.276088932,6.302970425,6.264885086,6.244647907,6.356288841,6.121073412,6.136940829,6.162894333,6.134766926,6.247572156,6.393620648,6.55503057,6.317390911,6.435065026,6.449203851,6.329209882,6.38229555,6.360474885,6.367159978,6.048033344,6.294586357,6.102147169,6.293348631,6.412938428,6.38613122,6.297179897,6.41886319,6.30103043,6.08971511,6.216376266,6.28837869,6.281808266,6.16401838,6.280833682,6.357185996,6.333229166,6.397599562,6.297248026,6.207573244,6.309800233,6.205685774,6.385676684,6.182580406,6.346348475,6.181141864,6.195990651,6.307150818,6.249503357,6.322805403,6.144897551,6.283117519,6.198781585,6.209358426,6.36054362,6.242550869,6.212632062,6.154842848,6.249100232,[13][M]+,[M+H-H20]+ 449.319,3,432.312108,C014,[971] oxalic acid [7.883],C26H43NO5,449.3141235,1,,,,,,43192,10
15,432.312108,432.3,432.3164,265.8486871,264.5094884,266.4755214,45,25,20,5.812120212,5.71530206,5.699861997,5.571613346,5.639605008,6.042363629,5.62165914,5.876491498,5.591213801,5.774960522,5.873467667,5.39161779,5.731241352,5.641397755,5.991912427,6.241200202,5.615823846,5.745707026,5.988261002,6.048690733,5.91808226,5.976365113,5.697969977,5.645377069,6.033658533,6.300357187,5.779495481,5.737339769,6.007574538,6.349060618,6.077261408,6.29077562,5.781753939,5.675193391,5.761260857,5.64475853,5.559627774,5.72824418,5.781506212,5.611617111,5.745659446,5.84128124,5.819233897,5.868968716,6.103981848,5.908156761,5.774343213,6.072299539,5.709106221,5.899464826,5.878285052,5.703983977,5.743501925,5.952313341,5.895105827,5.466526573,6.020778386,5.895267808,5.809034878,5.650978364,5.537393404,5.634071,6.509817091,5.744269507,6.532157546,5.43190549,6.073392416,6.064088307,5.76265381,5.930625099,5.717494919,5.849563745,6.016550754,6.05975383,5.850688499,6.060186583,5.906590371,5.658018078,6.097739938,6.012368102,5.956433538,6.732335609,5.353816249,5.847904422,5.810843865,5.9154774,5.963497886,5.859351488,5.956461864,[13][M]+,[M+H-H20]+ 449.319,3,432.312108,C015,[892] myo-inositol [19.354],C26H43NO5,449.314124,1,,,,,,7000,10
16,432.312108,432.3,432.3164,265.8486871,264.5094884,266.4755214,45,25,20,4.676025654,5.179123605,4.229758611,4.500373714,4.202024895,4.791332682,4.648477108,4.659992219,3.959709024,4.515211304,4.568506797,4.47629531,4.523759469,4.656874062,4.781094457,4.538850106,4.256140227,3.912540883,4.548524538,4.673997202,4.565517251,5.034532203,4.652072201,4.915442049,5.227789042,4.808966784,4.666461818,5.110465127,4.871596284,5.68188135,4.668413875,5.312545462,4.941854161,4.374803317,4.744347756,4.817915572,4.594999917,4.684719721,4.467637699,4.708989954,4.415323983,4.280623892,4.570379465,4.196203829,4.759622525,5.46565643,4.139154658,4.391746444,4.092053606,5.226635988,4.603761261,4.91392506,4.619041129,4.562233368,5.099200511,4.249442961,4.211414245,4.696373865,4.600243016,4.324796718,4.231316643,4.416524014,5.086292189,4.654186171,5.407895447,5.408284071,4.879193398,4.857091155,4.860403895,4.64621742,4.40688067,4.975693685,4.927765463,5.055535047,4.834000831,4.982958322,4.815378485,4.7263033,4.887859133,4.813781078,5.401838062,5.77845732,4.812833172,4.896278136,4.86078106,4.948984801,5.524658307,4.827097754,4.794278866,[13][M]+,[M+H-H20]+ 449.319,3,432.312108,C016,[11333] lactulose 1 [23.867],C26H43NO5,449.3141235,1,22833540;12310288;53477907;440686;12544,HMDB0000637;HMDB0000708;HMDB0006898;;,;LMST05030016;;LMST05030003;LMST05030008,;;;;C05466,    ,203;57909;;43193;,10
17,432.312108,432.3,432.3164,265.8486871,264.5094884,266.4755214,45,25,20,6.185867541,5.643178195,6.126762413,5.906537593,6.010515778,5.859026556,6.133702696,5.853253958,5.989004616,6.004053835,5.935086371,7.817993867,5.941322568,6.112933949,5.967420196,6.088765979,5.939047762,6.569044962,5.922529281,6.068971706,6.083890875,6.569027272,6.043620813,6.176904654,5.950884528,6.084838563,6.226466375,6.159694997,6.074920249,5.965814832,6.028724123,5.866340515,5.901078352,6.009042331,6.016573746,5.814917837,5.821725056,6.139671016,5.910852696,5.79083525,6.003606134,6.202537901,6.616428458,5.938844324,5.780957838,5.878410335,5.999560706,5.977778003,6.082191309,5.90811437,5.128573727,5.901999082,5.910176007,6.12695828,6.088642765,5.790174641,5.859863318,5.900743354,5.946255216,5.786434811,5.801759644,5.968089103,5.58075396,5.864261231,5.652499686,5.773301431,6.163198957,5.940719639,5.858296525,6.057432161,5.984573666,6.000738107,5.987819492,6.019223916,5.816284396,6.069436461,5.994169283,6.009789446,5.876789785,5.430541043,5.921090016,5.740918231,5.785245816,5.863227662,5.965873091,5.789300728,5.88754585,6.148131399,5.912145503,[13][M]+,[M+H-H20]+ 449.319,3,432.312108,C017,[65098] norvaline 1 [7.582],C26H43NO5,449.3141235,1,22833539;3035026,HMDB0000631;,;LMST05030006,;C05464, ,5604;,10
18,433.3156331,433.3031579,433.3178652,265.8058532,263.287277,266.326298,45,25,20,7.492169305,7.479002505,7.507421535,7.420686762,7.525472189,7.49084912,7.488422849,7.429281663,7.539995916,7.595432462,7.417289484,7.368043705,7.462417062,7.501416689,7.473304163,7.414385316,7.577996804,7.303325117,7.474213918,7.4236652,7.405912913,7.487125955,7.344455605,7.436048316,7.4080655,7.461387493,7.403330322,7.451500459,7.32252648,7.364315718,7.374245061,7.333614793,7.3227063,7.396356083,7.389771512,7.318384552,7.221708337,7.424188466,7.339904124,7.36637125,7.463218877,7.488139874,7.470887291,7.536425786,7.445097153,7.477776733,7.506078078,7.494722744,7.542649334,7.412496432,7.584025188,7.459912741,7.49347552,7.496386551,7.460531168,7.427267868,7.538216475,7.482933524,7.541963736,7.421440262,7.417065093,7.475665015,7.475901724,7.348341981,7.403542852,7.377956132,7.369733269,7.511111877,7.46062776,7.360728944,7.305103622,7.418402046,6.982530375,7.406024188,7.38208674,7.426630473,7.376815936,7.252947134,7.299275642,7.332463749,7.294115563,7.09078055,6.727393377,7.339735379,7.250183247,7.210397397,7.33018977,7.301873878,7.31230771,[13][M+1]+,,3,433.3156331,C018,[1004] phosphoric acid [9.966],C26H43NO5,449.3141235,1,,,,,,43192,10
19,433.3156331,433.3031579,433.3178652,265.8058532,263.287277,266.326298,45,25,20,4.863697501,4.854002233,4.835392486,4.78542238,4.839911497,4.901436524,4.784281993,4.784317676,4.875593671,4.82210921,4.824652918,4.752309715,4.673094666,4.774816124,4.757358064,5.003985848,4.786233082,4.746424006,4.817922177,4.77306934,4.801506611,4.811796118,4.825003952,4.825465066,4.850584976,4.871736349,4.797689855,4.83127453,4.844638686,4.936262342,4.867968082,4.830293479,4.703016094,4.733100923,4.68145833,4.627201941,4.621840722,4.661405639,4.790088033,4.760776711,4.834897339,4.822403476,4.830049475,4.802171451,4.898127067,4.865571789,4.808730734,4.79549767,4.769982553,4.796928007,4.855294985,4.800345845,4.841872311,4.807575614,4.733133039,4.751279104,4.834802054,4.833242761,4.783925008,4.734983746,4.777861624,4.771278735,4.899858789,4.781396305,5.104330027,4.834935448,4.894039001,4.86581438,4.866500003,4.860044384,4.774305241,4.841346955,4.85734456,4.839748219,4.89865389,4.935446803,4.837891329,4.731645163,4.744269507,4.795643697,4.724136545,4.895168304,4.687225652,4.764773717,4.78443184,4.826929586,4.735798438,4.792951708,4.761175813,[13][M+1]+,,3,433.3156331,C019,[42953] diglycerol 2 [15.958],C26H43NO5,449.314124,1,,,,,,7000,10
20,433.3156331,433.3031579,433.3178652,265.8058532,263.287277,266.326298,45,25,20,6.478989042,6.74758285,6.767992469,6.424407409,6.758335502,6.814891167,6.859497178,6.714144936,6.770040227,6.880223866,6.714247337,7.251484256,6.843679305,6.741034221,6.66135118,6.727964772,6.892173715,6.715399505,6.855783468,6.579961164,6.681667451,6.728939563,6.8300207,6.833573289,6.776054635,6.752117699,6.682199518,6.910497513,6.768345908,6.830112095,6.650926171,6.673514579,6.85739842,6.84038566,6.593904164,6.795566587,6.692588997,6.677911582,6.583320768,6.624087909,6.774324009,6.618154303,6.688439222,6.667181084,6.846656282,6.86700242,6.672986513,6.743535006,6.707273136,6.773930016,6.456912505,6.756672691,6.705863456,6.665683971,6.721781442,6.839964989,6.673830558,6.845406218,6.630594035,6.59999305,6.582083827,6.783225894,6.766098167,6.515782473,6.919014775,6.494404937,6.805139679,6.855121385,6.82713707,6.773974379,6.824709623,6.801295226,6.881980333,6.791584623,6.659189456,6.689319072,6.688411545,6.624151478,6.57878586,6.877869174,6.829910203,6.921104808,6.666049926,6.855810102,6.617010726,6.485291887,6.6980881,6.646716933,6.650213562,[13][M+1]+,,3,433.3156331,C020,Gly-d5,C26H43NO5,449.3141235,1,22833540;12310288;53477907;440686;12544,HMDB0000637;HMDB0000708;HMDB0006898;;,;LMST05030016;;LMST05030003;LMST05030008,;;;;C05466,    ,203;57909;;43193;,10
21,433.3156331,433.3031579,433.3178652,265.8058532,263.287277,266.326298,45,25,20,7.53903927,6.623505759,7.7097729,6.650828849,7.756935151,7.44884195,7.520059774,7.46591317,7.611275499,7.74499876,7.597283354,7.697464356,7.282536582,7.622154555,7.702534384,7.767681742,7.684020127,7.482185911,7.702993789,7.66488997,7.791662387,7.707977991,7.779749275,7.744963079,7.793441692,7.742465624,7.799982376,7.787412473,7.767678309,7.770767426,7.753053755,0,7.694481017,7.72064887,7.723521197,7.7097309,7.6227022,7.529772291,7.692779109,7.667788659,7.108156277,7.313574922,7.204890524,7.419741769,7.242253948,7.574458068,7.564825541,7.694990094,7.262786791,7.063951291,7.799666293,7.599561652,7.385724571,7.650032451,7.486812419,7.680672383,7.568966348,7.761486264,7.70265334,7.620942947,7.773516097,7.694416165,7.376055509,7.70831409,7.76007641,7.811582418,7.718814476,7.787425885,7.743572067,7.783492684,7.726952698,7.727822303,5.892946765,0,7.738442605,7.741250364,7.743841951,7.727770275,7.752457645,7.658803,7.69221228,6.015643882,7.670122488,7.658238764,7.66534318,7.439704054,7.654568366,7.697751795,7.65822744,[13][M+1]+,,3,433.3156331,C021,[903] N-acetyl-5-hydroxytryptamine 1 [22.156],C26H43NO5,449.3141235,1,22833539;3035026,HMDB0000631;,;LMST05030006,;C05464, ,5604;,10
22,434.318047,434.3092308,434.3241807,265.7435684,261.7792904,267.1524625,38,22,16,6.999371686,6.905561082,7.004670819,6.982841639,7.006828901,7.112728101,6.916611529,6.945745569,7.245597766,7.006675095,7.179473887,6.941999169,7.106734598,7.044288244,7.218290167,7.192808506,6.89806397,7.116430504,7.186658552,7.007275172,7.192696998,7.244422999,7.100350691,7.065143334,7.169934874,7.231677716,6.961311913,6.97493666,7.142993554,7.21759111,7.174112164,7.160236285,7.041007493,6.880568775,6.936803929,6.820051895,6.916380928,6.98759477,7.149966042,7.027748975,6.915222493,6.994664933,6.933736607,7.085261101,7.1465993,7.210051707,6.981446104,7.226976483,6.97547496,6.956090356,6.898534258,7.192538518,6.96180946,7.067151679,6.80622503,6.838824984,7.181487778,7.212815093,7.098290991,6.862794901,6.814012867,6.964285282,6.99042646,6.827958209,7.233195586,6.947934685,7.167236495,7.175527469,7.201232908,7.087275759,7.137365159,7.045058057,6.990253408,7.175139866,7.10432586,7.188251469,7.168346839,6.989292491,7.106655517,7.063606837,6.920486009,6.927683189,6.772780115,6.877744368,6.794541023,7.045401849,7.093330123,7.10679176,6.906191421,[13][M+2]+,,3,434.318047,C022,urea [9.599],C26H43NO5,449.3141235,1,,,,,,43192,10
23,434.318047,434.3092308,434.3241807,265.7435684,261.7792904,267.1524625,38,22,16,5.76825839,5.698933522,5.954191356,5.40186905,5.883664274,5.833887523,6.027425857,5.795426029,6.153508159,5.975326554,5.969328299,7.612262921,5.909801988,5.898218758,5.764160435,6.073252654,5.98508726,6.310557375,5.957232684,5.89513292,5.815990597,6.64507263,5.97231163,6.115638798,5.778723418,5.733984062,5.864936268,6.150047486,5.834843347,6.123490994,5.597502123,6.036136842,5.759674642,5.810472457,5.573869101,5.513302852,5.463482379,5.922761777,5.704908583,5.633536119,5.841968557,5.84977248,6.265613458,5.64221416,6.021403085,6.07534473,6.022860801,6.131521466,5.996132813,6.052921608,5.493114941,6.064183099,5.837367447,6.090078794,5.899080368,5.702978229,5.68501761,5.860569169,5.786738649,5.528711068,5.469098571,5.907215669,5.449996466,5.414446865,5.920003774,5.694902523,6.156831018,5.748383416,5.905037226,6.053413451,5.876437242,5.737379524,6.016581271,5.96995053,5.783910722,5.872357342,5.857223909,5.925224398,5.716826053,5.744180287,6.036012542,5.860597308,5.939238118,5.874614579,5.9087348,5.672242907,5.989375946,6.175121411,5.699760569,[13][M+2]+,,3,434.318047,C023,[5610] tyramine [17.562],C26H43NO5,449.314124,1,,,,,,7000,10
24,434.318047,434.3092308,434.3241807,265.7435684,261.7792904,267.1524625,38,22,16,5.959521237,5.370879319,6.013630458,5.578808769,5.854073343,5.546764689,5.916761268,5.629068962,5.849167487,5.851903805,5.808098839,7.832073103,5.754054629,5.842961025,5.611129331,5.863582764,5.782289121,6.333953623,5.737303191,5.757305668,5.838165641,6.416161521,5.872222723,6.086320315,5.736020216,5.902967824,5.992265365,5.982961032,5.716946908,5.689390559,5.645842604,5.598217999,5.605061428,5.850970763,5.770685623,5.565470007,5.549752203,5.990307769,5.743504277,5.497942281,5.815531926,5.997541462,6.432930988,5.778554957,5.65186895,5.752415713,5.803278171,5.724138185,5.878998913,5.64331052,5.965925706,5.679106145,5.642065657,5.940725115,5.929891794,5.517071796,5.671196918,5.758092467,5.743156071,5.482540592,5.51320561,5.813124439,5.389720564,5.567650877,5.600144879,5.601620045,5.878137309,5.747007625,5.765127398,5.879841056,5.69725376,5.684685612,5.792647988,5.75615439,5.53629324,5.848651502,5.820706419,5.82417792,5.666732267,5.314330783,5.803885054,5.661660325,5.227485632,5.79375617,5.871293239,5.658083932,5.714235848,5.932292094,5.706017569,[13][M+2]+,,3,434.318047,C024,DL-isoleucine 1,C26H43NO5,449.3141235,1,22833540;12310288;53477907;440686;12544,HMDB0000637;HMDB0000708;HMDB0006898;;,;LMST05030016;;LMST05030003;LMST05030008,;;;;C05466,    ,203;57909;;43193;,10
25,434.318047,434.3092308,434.3241807,265.7435684,261.7792904,267.1524625,38,22,16,5.560940283,5.40962546,5.521087064,5.134001696,5.374957197,5.416613883,5.504900187,5.565814773,5.442954568,5.550554869,5.480873229,6.041894992,5.459971161,5.492067199,5.443553985,5.213432749,5.556804062,5.534920441,5.508646862,5.370566749,5.610800647,5.615179626,5.581590156,5.6273382,5.601014255,5.514384363,5.521551252,5.660448051,5.60683692,5.437688743,5.291721738,5.462905377,5.501985773,5.467662851,5.269354141,5.157698479,5.46840346,5.433499415,5.39371205,5.403751763,5.582170218,5.569288447,5.531351165,5.461264359,5.494635949,5.486146997,5.563311369,5.412045375,5.451786436,5.595653818,5.261843127,5.432406427,5.414164139,5.401035028,5.350009479,5.389525779,5.3826581,5.416250965,5.263626602,5.247531386,5.248694038,5.404548083,5.315997619,5.14120512,5.609133193,5.376149752,5.62792373,5.722275976,5.582077005,5.66157229,5.607565459,5.534217814,5.652406875,5.581288445,5.474433357,5.377808751,5.410090252,5.4201258,5.397176717,5.538245627,5.243134824,5.567434576,5.524611593,5.465813957,5.298245949,5.285885718,5.460067532,5.497414846,5.413742217,[13][M+2]+,,3,434.318047,C025,L-Glu-D5-D3 2,C26H43NO5,449.3141235,1,22833539;3035026,HMDB0000631;,;LMST05030006,;C05464, ,5604;,10
26,450.3220874,450.3198025,450.3265434,265.70734,261.9755362,266.2609529,45,25,20,5.643692459,5.549558656,5.648200903,5.330044263,5.56050322,5.901856469,5.653176804,5.617191221,5.736087206,5.65527293,5.691113333,7.118444625,5.617919359,5.848508714,5.6475326,5.814468683,5.675818654,6.004448204,5.615390261,5.88236969,5.630471607,6.07163461,5.76790725,5.842901791,5.741261144,5.769364031,5.653208653,5.598696418,5.562655617,6.030691995,5.669118752,5.859520764,5.777535564,5.769713995,5.482862155,5.568642837,5.597200291,5.844675949,5.832553617,5.693780573,5.898476159,5.745909771,6.176004391,5.407766394,5.59279832,5.70084471,5.79411703,5.670638211,5.901344965,5.652444582,5.910418947,5.679828389,5.630262059,5.889514595,5.719620444,5.503772984,5.652990484,5.625739332,5.614667359,5.543783799,5.574581026,5.504461347,5.523872576,5.266936911,5.410215239,5.323402685,5.876214375,5.5277755,5.853720717,5.71727763,5.797077019,5.745046671,5.915465792,5.774626438,5.502188056,5.827537271,5.58997193,5.797936822,5.373107024,5.276427335,5.860041387,5.866979885,5.577233214,5.649123503,5.715707589,5.503114891,5.799841423,6.041420321,5.897837041,[14][M]+,[M+H]+ 449.319,3,450.3220874,C026, L-threonine 1 [10.224],C26H43NO5,449.3141235,1,,,,,,43192,-1
27,450.3220874,450.3198025,450.3265434,265.70734,261.9755362,266.2609529,45,25,20,5.804926857,5.309078433,5.872923334,5.460299336,5.629405521,5.428839141,5.719100818,5.386908988,5.65867331,5.710787338,5.658780991,7.818998745,5.506092189,5.690793931,5.548393104,5.596543218,5.588831726,6.26926327,5.603006806,5.654611581,5.656316732,5.768068039,5.639289219,5.911839688,5.603446433,5.825380674,5.816971362,5.736486539,5.654119724,5.624694531,5.557626286,5.3599284,5.412205104,5.604465821,5.609367065,5.360898108,5.381396694,5.821628801,5.603199604,5.345469794,5.695535084,5.842061659,6.37951962,5.583026383,5.525237928,5.625364934,5.647322321,5.457059439,5.668612325,5.683416302,4.992849426,5.61283258,5.351910275,5.687205126,5.63843634,5.411586038,5.427390346,5.562690092,5.599049693,5.184075033,5.360574481,5.585365964,5.25731371,5.42463013,5.306697315,5.43164516,5.760961247,5.560131491,5.645368225,5.620936211,5.445962076,5.599878707,5.580864558,5.615264946,5.33859194,5.667126876,5.581970127,5.692430925,5.424407899,5.284243439,5.587237135,5.527511324,5.194547641,5.652857212,5.660720373,5.344170157,5.464036238,5.44523513,5.525270322,[14][M]+,[M+H]+ 449.319,3,450.3220874,C027,L-norleucine 1,C26H43NO5,449.314124,1,,,,,,7000,-1
28,450.3220874,450.3198025,450.3265434,265.70734,261.9755362,266.2609529,45,25,20,4.28057837,4.301247089,4.341236623,4.512083758,4.272143418,4.464444834,4.314625519,4.498710197,4.222456337,4.27186483,4.525278097,4.325843928,4.277907045,4.26599637,4.551462197,4.749388432,4.188140699,4.336879816,4.513270884,4.256886045,4.425142788,4.731588765,4.513630383,4.238923846,4.587497693,4.548721002,4.230142252,4.338277161,4.672642694,5.098996555,4.63856912,4.607615843,4.354223723,4.207822799,4.285714797,4.286141975,4.1609185,4.407747712,4.330880288,4.484100445,4.392010683,4.241994489,4.274111645,4.524305229,4.601190533,4.65116167,4.366254811,4.323664536,4.394083776,4.480682306,4.369215857,4.502618277,4.504239721,4.453944862,4.490099005,4.314751774,4.407373906,4.53629324,4.359778584,4.274296432,4.190275657,4.255947549,4.895146189,4.332357653,5.279863062,4.264132797,4.642316103,4.464549158,4.527694331,4.500442318,4.310714549,4.497399649,4.722740838,4.627263417,4.263233538,4.625507942,4.614433159,4.116142654,4.199179026,4.550925112,4.34715431,5.116508124,4.197804153,4.422704717,4.408477405,4.492313296,4.606564074,4.50578738,4.384245858,[14][M]+,[M+H]+ 449.319,3,450.3220874,C028,[993] ribose [15.113],C26H43NO5,449.3141235,1,22833540;12310288;53477907;440686;12544,HMDB0000637;HMDB0000708;HMDB0006898;;,;LMST05030016;;LMST05030003;LMST05030008,;;;;C05466,    ,203;57909;;43193;,-1
